PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Nan,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Nan,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,185,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,265,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,278,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,199,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,91,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,120,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phrae,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,127,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,185,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,214,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,182,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,38,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,78,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,3,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,98,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Uttaradit,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,192,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,305,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,72,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,342,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,85,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,241,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,60,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,114,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,140,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Sukhothai,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,140,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,203,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,48,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,271,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,193,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,38,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,82,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5055,Information and communication - small establishments,Small,19,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,114,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phitsanulok,North,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,202,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,39,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,250,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,279,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,70,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
Phichit,North,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,194,SYNTHETIC SAMPLE - generated from Scout metadata,2021,0,0,0,0.0
